title,year,album,artist,lyrics,lyricist,metaphors
හදවත ගැහෙනා,2014,දුක ඇස් දෙකෙන්,විරාජ් පෙරේරා,"දෑසේ ඔය රුව මැවිලා
නෑ ළඟ සැනසුම රැඳිලා
කාලය හෙමිහිට ගෙවිලා
යයි තව අපි දුර ඇදිලා

හදවත ගැහෙනා ගැහෙනා මොහොතක් පාසා
මතකෙට එන්නේ ඔය ඇස් දෙකමයි සැමදා
ජීවත් වෙන්නේ කොහොමද ඔබගෙන් මිදිලා
මේ සංසාරේ ඔබේ සතුටයි මට ඕනා

රෑ අහසේ තරු නෑ දැන් හිනැහෙන්නේ
ඔබ කොහෙදෝ මා හැරදා අද ඉන්නේ
මගේ ලෝකේ ඔබ පමණයි මට උන්නේ
ඔබ ගියදා දුක විතරයි මට ලැබුණේ
පාලුවේ තනිවෙලා මා ඉන්නවා
ඔබ ළඟින් උන් කාලයේ
දුන් ආදරේ ජීවිතේ වෙලා

හදවත ගැහෙනා ගැහෙනා මොහොතක් පාසා
මතකෙට එන්නේ ඔය ඇස් දෙකමයි සැමදා
ජීවත් වෙන්නේ කොහොමද ඔබගෙන් මිදිලා
මේ සංසාරේ ඔබේ සතුටයි මට ඕනා

මා දන්නා කවුරුත් නෑ ඔබ වාගේ
දුක දන්නේ කවුරුද මගේ ඇස් වාගේ
සැනසෙන්නම් උන්නා නම් නෙතු මානේ
මියැදෙන්නම් ළඟටම වී ඔය තුරුලේ
පාලුවේ තනිවෙලා මා ඉන්නවා
ඔබ ළඟින් උන් කාලයේ
දුන් ආදරේම ජීවිතේ වෙලා

හදවත ගැහෙනා ගැහෙනා මොහොතක් පාසා
මතකෙට එන්නේ ඔය ඇස් දෙකමයි සැමදා
ජීවත් වෙන්නේ කොහොමද ඔබගෙන් මිදිලා
මේ සංසාරේ ඔබේ සතුටයි මට ඕනා",නොදනී,"[{""songPart"":""රෑ අහසේ තරු නෑ දැන් හිනැහෙන්නේ"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""තරු"",""targetDomain"":""සතුට"",""interpretation"":""සතුට නැතිවී ඇත""}]"
පෙම් සිහිනේ,2014,පෙම් සිහිනේ,ප්‍රදීප් රන්ගන,"ආදරයේ පාවෙන හැඟුමක්
ජීවිතයක් සෙව්වා
ආදරයේ පාවෙන හැඟුමක්
ජීවිතයක් සෙව්වා
පුරාණේ මගේ වූ ඔබේ ආදරේ
මිරිඟුවක් තනිකමක් විතරමයි

පෙම් සිහිනේ... සිත සැනසූ සේයාවි
ඔබ මාගේ සිත රැවටූ මායාවී
පෙම් සිහිනේ... සිත සැනසූ සේයාවි
ඔබ මාගේ සිත රැවටූ මායාවී

මා ළඟින් ලංවෙලා - ඔබ එදා කී කතා
මගෙ දිළිඳු ලෝකෙ මාළිඟාවක් කළා
ඒ තැනූ මාළිඟා - සුන්වෙලා ගිය දිනේ
අඬන්න කඳුළු ඉතිරි නොකර යන්න ඔබ කියා

පෙම් සිහිනේ... සිත සැනසූ සේයාවි
ඔබ මාගේ සිත රැවටූ මායාවී
පෙම් සිහිනේ... සිත සැනසූ සේයාවි
ඔබ මාගේ සිත රැවටූ මායාවී

වස්සානයේ තනිවෙලා - තුරුළු වී උණුසුමේ
දෑඟිල්ලේ පැටලී උන් සැඳෑව සුන්දරයි
නුඹ මගේ හැම භවේ - දිව්රලා සෙනෙහසින්
කී කතාව මාගෙ ලෝකෙ තනිවෙලා ගියා

පෙම් සිහිනේ... සිත සැනසූ සේයාවී
ඔබ මාගේ සිත රැවටූ මායාවී
පෙම් සිහිනේ... සිත සැනසූ සේයාවී
ඔබ මාගේ සිත රැවටූ මායාවී",නාමල් උඩුගම,"[{""songPart"":""පුරාණේ මගේ වූ ඔබේ ආදරේ\nමිරිඟුවක් තනිකමක් විතරමයි"",""type"":""සම්මත රූපකය"",""sourceDomain"":""මිරිඟුවක්"",""targetDomain"":""සැබෑ නොවන දෙයක්"",""interpretation"":""ආදරේ සැබෑ නොවන දෙයක් ""},{""songPart"":""මා ළඟින් ලංවෙලා - ඔබ එදා කී කතා\nමගෙ දිළිඳු ලෝකෙ මාළිඟාවක් කළා"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""මාළිඟාවක්"",""targetDomain"":""සැපවත් ස්ථානයක්"",""interpretation"":""ඔබේ කතා මගේ සිත සැපවත් කරා""}]"
වැහි පබළු,2012,වැහි පබළු,සුරේන්ද්‍ර පෙරේරා,"වැහි පබළු සැලී ඉඟි කරනා හැටී

වැහි පබළු සැලී ඉඟි කරනා හැටී
දෙව්දුව ඇසිපිය ගසතී
මග දෙපස රැඳී ඔබ දෙසට හැරී මම
නෙතු නොපියා හිඳිමී
මම නෙතු නොපියා හිඳිමී

ලැම සළු විහිරී නෙතු මතම වැදී
උන්මාද සුසුම් එලඹී
ලැම සළු විහිරී නෙතු මතම වැදී
උන්මාද සුසුම් එලඹී
සිහිනෙන් දකිමී
සිහිනෙන් දකිමී
මල් කිණි මම සිඹින හැටී

වැහි පබළු සැලී ඉඟි කරනා හැටී
දෙව්දුව ඇසිපිය ගසතී
මග දෙපස රැඳී ඔබ දෙසට හැරී මම
නෙතු නොපියා හිඳිමී
මම නෙතු නොපියා හිඳිමී

අතැඟිලි සුවදී හිස පිරිමදිමී
ඔබ දැක මුනිවත රකිමි
අතැඟිලි සුවදී හිස පිරිමදිමී
ඔබ දැක මුනිවත රකිමී
මම පෙම් බඳිමී
මම පෙම් බඳිමී
සිහිනෙන් ඔබේ සුව විඳිමි

වැහි පබළු සැලී ඉඟි කරනා හැටී

වැහි පබළු සැලී ඉඟි කරනා හැටී
දෙව්දුව ඇසිපිය ගසතී
මග දෙපස රැඳී ඔබ දෙසට හැරී මම
නෙතු නොපියා හිදිමී
මම නෙතු නොපියා හිදිමී",ඩිලාන් ගමගේ,"[{""songPart"":""දෙව්දුව ඇසිපිය ගසතී"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""දෙව්දුව"",""targetDomain"":""ඉතාම ලස්සන කාන්තාව"",""interpretation"":""ඉතාම ලස්සන කාන්තාව ඇසිපිය සැලීම""}]"
පෙනෙන නොපෙනෙන,2020,ආයෙමත් ආදරෙන්,ආත්මා ලියනගේ,"පෙනෙන නොපෙනෙන දුරක ඉඳන්
නුඹ ඇවිත් හිත ලඟට හොරෙන්
ආවාට නොකියාම ජීවිතෙන්
නවතින්න හිතුවාද ආයෙමත් ආදරෙන්

දකින හිමිවන හීනේ, නුඹ කොතැන හිටියා
මතක සැමරුම් අතරේ, ජීවිතය තිබුනා
හඩන නිනැහෙන නෙත් නුඹේ, උරහිසේ තිබුනා
ඇත්තමයි නුඹ අහසක්, වගේමයි හිතුනා

නුහුරු නුපුරුදු හීන අරන්
ලඟට ඇවිදින් තුරුලු වෙමින්
ආවාට නොකියාම ජීවිතෙන්
නවතින්න හිතුවාද ආයෙමත් ආදරෙන්

මිරිඟුවක හිත තියලා, නුඹ දුරක ඇදුනා
රංචු ගැහෙනා රෑනේ, තනිකමක් දැනුනා
ඇසිල්ලක දුටු හීනෙන්, හිත හුඟක් රිදුනා
අරුත නොදකින සෙනෙහේ, ඔය නමත් රැඳුනා

පෙනෙන නොපෙනෙන දුරක ඉඳන්
නුඹ ඇවිත් හිත ලඟට හොරෙන්
ආවාට නොකියාම ජීවිතෙන්
නවතින්න හිතුවාද ආයෙමත් ආදරෙන්

ආවාට නොකියාම ජීවිතෙන්
නවතින්න හිතුවාද ආයෙමත් ආදරෙන්
ආයෙමත් ආදරෙන්
",රවිතා වාකිෂ්ට,"[{""songPart"":""හඩන නිනැහෙන නෙත් නුඹේ, උරහිසේ තිබුනා"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""උරහිසේ"",""targetDomain"":""සමීපවම"",""interpretation"":""නුඹේ නෙත් සිතේ සමීපවම තිබුනා""},{""songPart"":""මිරිඟුවක හිත තියලා"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""මිරිඟුවක"",""targetDomain"":""සැබෑ නොවෙන සිහිනයක"",""interpretation"":""සැබෑ නොවෙන සිහිනයක් ඇති කර""}]"
කුවේණී,2020,ජීවිත කාලයක මහාමායා මතකයන්,රිද්ම වීරවර්දන,"කුවේණියේ මා, කුවේණියේ මම
තම්මැන්නා එනවා
රූබරියේ මා, රූබරියේ මම
ආලේ සොයා එනවා
සළුව අරන් ගෙට පලයන් කුමරිය
නැවක නැගී මරු එනවා කුමරිය

කුවේණියේ මා, කුවේණියේ මම
තම්මැන්නා එනවා
රූබරියේ මා, රූබරියේ මම
ආලේ සොයා එනවා

වියූ සළුව නොම හැරයන් කුවේණියේ
ලාට රටින් දොස් පැවරෙයි කුවේණියේ
කිලිටි දෙපා මඩ තවරයි කුවේණියේ
වැස්ස වැටී තෙත තැවරෙයි කුවේණියේ

නිරිඳුන් නුඹේ ආලේ නිසා
බෝ විපතක් වෙනා, නොවඩින් සදා
මතු භවයේ මා හමුවන තුරා
ආලය පසෙක ලා හිඳිමි මෙමා

සළුව අරන් ගෙට පලයන් කුමරිය
නැවක නැගී මරු එනවා කුමරිය

කුවේණියේ මා, කුවේණියේ මම
තම්මැන්නා එනවා
රූබරියේ මා, රූබරියේ මම
ආලේ සොයා එනවා

නිරිඳුන් නුඹේ ආලේ නිසා
බෝ විපතක් වෙනා, නොවඩින් සදා
මතු භවයේ මා හමුවන තුරා
ආලය පසෙක ලා හිඳිමි මෙමා",චන්ද්‍රසේන තලන්ගම,"[{""songPart"":""කිලිටි දෙපා මඩ තවරයි කුවේණියේ"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""මඩ"",""targetDomain"":""අවමන්"",""interpretation"":""අවමන් විදින්න වේවි""},{""songPart"":""වැස්ස වැටී තෙත තැවරෙයි කුවේණියේ"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""තෙත"",""targetDomain"":""අවමන්"",""interpretation"":""අවමන් විදින්න වේවි""}]"
නින්ද නැති රැයේ,2004,සුවද මුවාරද පළමු වෙලුම,ගුණදාස කපුගේ,"නින්ද නැති රැයේ සඳ කඳුළු මීදුමේ
හැංගිලා අඬන්නෙ ඇයි ද ප්රථම ප්රේමයේ
තාරකා දියේ ගිලී නිල් එළිය නිවේ
වැහි බිංදු වැටේවි රෝස පෙති කඩා හැලේ

කිළිපොළා සැලී යමින් නොහිම් සීතලේ
තුරුළු වෙමි දෙනෙත් පියා ඔබගෙ උණුසුමේ
ජීවිතය ඉතින් අපේ සිහිනයක් නොවේ
හෙට උදේම අවදි වී යා යුතුව තිබේ

නින්ද නැති රැයේ සඳ කඳුළු මීදුමේ
හැංගිලා අඬන්නෙ ඇයි ද ප්රථම ප්රේමයේ
තාරකා දියේ ගිලී නිල් එළිය නිවේ
වැහි බිංදු වැටේවි රෝස පෙති කඩා හැලේ

රැය ගෙවේ සඳත් නිවේ දුරයි ජීවිතේ
ඉතින් අවසරයි මගේ පුංචි කුමරියේ
කටුවලට දෙතොල් තියා මලක් නැති ගසේ
සිඹිමි එක ම හාදුවයි සොඳුර ඒ මගේ

නින්ද නැති රැයේ සඳ කඳුළු මීදුමේ
හැංගිලා අඬන්නෙ ඇයි ද ප්රථම ප්රේමයේ
තාරකා දියේ ගිලී නිල් එළිය නිවේ
වැහි බිංදු වැටේවි රෝස පෙති කඩා හැලේ",රත්න ශ්‍රී විජෙසින්හ,"[{""songPart"":""නින්ද නැති රැයේ සඳ කඳුළු මීදුමේ"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""සඳ කඳුළු මීදුමේ"",""targetDomain"":""දුක්බර සිතුවිලි"",""interpretation"":""ඉතාම දුක්බර සිතුවිලි අතර සිරවෙලා""}]"
අමතක කරන්න,2016,ඔබ මගෙන් සමු අරන්,ශශිකා නිසංසලා,"ඔබ මගෙන් සමු අරන්
වෙන කෙනෙක්ගේ උනත් තරහ නෑ මම
ආදරේ තරම දැන උන්නා නම්
යන්නෙ නෑ වෙන්වෙලා

අමතක කරන්න බැරි තරම්
මට ඔබ සිහිවෙනවා
ඔබෙ සෙනෙහස මට අහිමි නම්
පාලුවේ ඉන්නවා

ඉකිගසා හඬන ඇස් අතරින්
දුක මගේ රූරලා
ඉවසුව සරදම් විඳවනු බෑ දැන්
ජීවිතේ පෑරිලා
ඔබ ඈත යන්න ගියපු ලෙසින්
සමුගන්න දන්නේ නැහැ මම නම්

අමතක කරන්න බැරි තරම්
මට ඔබ සිහිවෙනවා
ඔබෙ සෙනෙහස මට අහිමි නම්
පාලුවේ ඉන්නවා

විඳවනා තරම දන්නවා නම්
දුර රැඳෙන්නෑ ඔයා
අදහනු බැහැ දැන් හැර ගිය දුර නම්
ඔබ මගෙන් වෙන්වෙලා
කවදාද එන්නේ නැවත ඔයා
දැක ගන්න ඉන්නේ තවම බලා

අමතක කරන්න බැරි තරම්
මට ඔබ සිහිවෙනවා
ඔබෙ සෙනෙහස මට අහිමි නම්
පාලුවේ ඉන්නවා

ඔබ මගෙන් සමු අරන්
වෙන කෙනෙක්ගේ උනත් තරහ නෑ මම
ආදරේ තරම දැන උන්නා නම්
යන්නෙ නෑ වෙන්වෙලා

අමතක කරන්න බැරි තරම්
මට ඔබ සිහිවෙනවා
ඔබෙ සෙනෙහස මට අහිමි නම්
පාලුවේ ඉන්නවා.",සජිත් වී චතුරංග,"[{""songPart"":""ඔබ ඈත යන්න ගියපු ලෙසින්\nසමුගන්න දන්නේ නැහැ මම නම්"",""interpretation"":""ඔබ සමුගත් විදියට මම සමුගන්න දන්නෙ නැහැ"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""ඈත"",""targetDomain"":""සමුගෙන""}]"
දගකාර හීනේ,2020,,ශශිකා නිසංසලා,"දඟකාර හීනේ
යොවුන් වසන්තේ
හැඟුමන් මාගේ
ඔබයි මවන්නේ
දඟකාර හීනේ
යොවුන් වසන්තේ
හැඟුමන් මාගේ
ඔබයි මවන්නේ

දෙනෙතේ සරන්නේ
උමතුවකින් වාගේ
ආත්මයෙන් ආත්මයේ මං
ඔබමයි පතන්නේ
උමතුවකින් වාගේ
ආත්මයෙන් ආත්මයේ මං
ආත්මයෙන් ආත්මයේ මං

අත්වැල් බැඳන්
ඔබ හා ආදරෙන්
හැමදාමත් පෙරුම් පිරුවේ මං
අත්වැල් බැඳන්
ඔබ හා ආදරෙන්
හැමදාමත් පෙරුම් පිරුවේ මං
ජීවිතේ පුරාම
තුරුලේ ගයන්න
කාටත් හොරෙන්ම
රහසක් කියන්න

දෙනෙතේ සරන්නේ
උමතුවකින් වාගේ
ආත්මයෙන් ආත්මයේ මං
ඔබමයි පතන්නේ
උමතුවකින් වාගේ
ආත්මයෙන් ආත්මයේ මං
ආත්මයෙන් ආත්මයේ මං

පියඹා ඔහේ
ඔබ හා ආකහේ
හැමදාමත් පැතුම් පැතුවේ මං
පියඹා ඔහේ
ඔබ හා ආකහේ
හැමදාමත් පැතුම් පැතුවේ මං
ජීවිතේ පුරාම
තුරුලේ වයන්න
කාටත් හොරෙන්ම
රහසක් කියන්න

දෙනෙතේ සරන්නේ
උමතුවකින් වාගේ
ආත්මයෙන් ආත්මයේ මං
ඔබමයි පතන්නේ
උමතුවකින් වාගේ
ආත්මයෙන් ආත්මයේ මං
ආත්මයෙන් ආත්මයේ මං

දඟකාර හීනේ
යොවුන් වසන්තේ
හැඟුමන් මාගේ
ඔබයි මවන්නේ
දඟකාර හීනේ
යොවුන් වසන්තේ
හැඟුමන් මාගේ
ඔබයි මවන්නේ

දෙනෙතේ සරන්නේ
උමතුවකින් වාගේ
ආත්මයෙන් ආත්මයේ මං
ඔබමයි පතන්නේ
උමතුවකින් වාගේ
ආත්මයෙන් ආත්මයේ මං
ආත්මයෙන් ආත්මයේ මං",උදාර සමරවීර,"[{""songPart"":""දෙනෙතේ සරන්නේ\nඋමතුවකින් වාගේ"",""interpretation"":""මතකයේ රදී තිබෙනවා පිස්සුවෙන් වගේ"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""දෙනෙතේ"",""targetDomain"":""මතකයේ""}]"
සුසුමක වෙලීලා,2020,සුසුමක වෙලීලා,"රුවන් හෙට්ටිආරච්චි, ශශිකා නිසංසලා","සුසුමක වෙලීලා
මුසුව එන හැඟුමකි රැයේ පුරා
හදවත ගැහීලා
හැඟුම දෙන සුසුමකි සුවය ගෙනා

සඳ කතා... කොඳුරනවා
හිත පුරා... ලංවී ඔයා
හිත නිවා... සනසනවා
මතු සදා... ඉන්නෙම් පතා

දැනෙනවා... මැවෙනවා
රැය නොනිදා... සිහිවෙනවා
සසර පුරා... පතනවා
අපි මතුදා... හමුවෙනවා

පෙරුමන් පුරාලා
නුඹගෙ රුව මවනෙමි සිතා මතා
මතකය මවාලා
රඳවගමි නුඹවම හදේ සදා

වත පුරා... දැවටෙනවා
මතු සදා... මාගෙයි කියා
සිත පවා... විමසනවා
නෙතු මවා... අහසේ පුරා

දැනෙනවා... මැවෙනවා
රැය නොනිදා... සිහිවෙනවා
සසර පුරා... පතනවා
අපි මතුදා... හමුවෙනවා

තරු පිපුනාවේ අහසේ...
තරු මල් වලටත් රහසේ
සුසුමක්... සුසුමට ලංවීලා
හමුවෙමු ආයේ සංසාරේ

දැනෙනවා... මැවෙනවා
රැය නොනිදා... සිහිවෙනවා
සසර පුරා... පතනවා
අපි මතුදා... හමුවෙනවා

දැනෙනවා... මැවෙනවා
රැය නොනිදා... සිහිවෙනවා
සසර පුරා... පතනවා
අපි මතුදා... හමුවෙනවා
",ශෙහාන් ගලහිටියාව,"[{""songPart"":""තරු පිපුනාවේ අහසේ...\nතරු මල් වලටත් රහසේ"",""interpretation"":""තරු බබලනවා අහසේ තාරකාවලට රහසින්"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""පිපුනාවේ"",""targetDomain"":""බබලනවා""}]"
තොල් පෙති විතරක්,,,ශශිකා නිසංසලා,"තොල් පෙති විතරක්
පළමු හාදුවෙන් තෙමන්න
සේපාලිකා මලකට රෑ තනියම හිනාවෙන්න
තොල් පෙති විතරක
පළමු හාදුවෙන් තෙමන්න
සේපාලිකා මලකට රෑ තනියම හිනාවෙන්න
පුරහඳ එක්ක එන්න නිල් අහසට


විරහී හදවත් සඳුන් උලා සිහිලැල් කොට

නෙතු වියන් අගට පළඳා සුදු මුතුලැල් පොට
විරහී හදවත් සඳුන් උලා සිහිලැල් කොට
නෙතු වියන් අගට පළඳා සුදු මුතුලැල් පොට
පුරහඳ එක්ක එන්න නිල් අහසට
තොල් පෙති විතරක්
පළමු හාදුවෙන් තෙමන්න
සේපාලිකා මලකට රෑ තනියම හිනාවෙන්න
පුරහද එක්ක එන්න නිල් අහසට


කටු කම්බි පවුරු පදනම් නොපෙනී සදහට
එක යායක් වී මුලු ලෝකය හඳ එළියට
කටු කම්බි පවුරු පදනම් නොපෙනී සදහට
එක යායක් වී මුලු ලෝකය හඳ එළියට
පුරහඳ එක්ක එන්න නිල් අහසට
තොල් පෙති විතරක්
පළමු හාදුවෙන් තෙමන්න
සේපාලිකා මලකට රෑ තනියම හිනාවෙන්න
තොල් පෙති විතරක්
පළමු හාදුවෙන් තෙමන්න
සේපාලිකා මලකට රෑ තනියම හිනාවෙන්න
පුරහඳ එක්ක එන්න නිල් අහසට..
පුරහඳ එක්ක එන්න නිල් අහසට..
පුරහඳ එක්ක එන්න නිල් අහසට..",රත්න ශ්‍රි විජේසිංහ,"[{""songPart"":""තොල් පෙති විතරක්\nපළමු හාදුවෙන් තෙමන්න"",""interpretation"":""පළමු හාදුවෙන් තොල් පෙතිවල පහස පමණක් ලබන්න"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""තෙමන්න"",""targetDomain"":""පහස ලබන්න""}]"
ගිම්හාන කාලේ,2020,ගිම්හාන කාලේ,ශශිකා නිසංසලා,"ගිම්හාන කාලේ
සිත්යායෙ ගෑවිලා
ලංවේද මා ආයේ දෑසේ
සිත් මාගේ පෑරේද
වස්සානෙ වාගේ
සංකා නොදී
පාව ඒදෝ මා සොයා

පෙර වේදනා ගෙනා
පාව ගිය පාළු ජීවිතේ
යලි චෝදනා එපා
දෑත බැඳි සීත හෝරාවේ
හද යාවෙලා සදා
පෑහි ඉමු මේ වාගේ
පිදු ආදරේ නිසා
මාගේ හද ආශාවේ

නන්නාද වේ සිනා
ශෘංගාරේ වෑහෙනා
සංතාප හෝරාව පාවීලා
නිම්නාද පාවේලා
පින්තාරෙ ගෑවිලා
කැන්දා ගෙනා
හීන ගෑවෙයි රෑ පුරා

පෙර වේදනා ගෙනා
පාව ගිය පාළු ජීවිතේ
යලි චෝදනා එපා
දෑත බැඳි සීත හෝරාවේ
හද යාවෙලා සදා
පෑහි ඉමු මේ වාගේ
පිදු ආදරේ නිසා
මාගේ හද ආශාවේ

නිස්සාර කාරණා
ඇස් ගාව තෝරලා
හිංසාව නෑ මාව පාරාලා
සිත් මාගේ සාදලා
සත් පාට ගාවලා
කැන්දා ගෙනා
හීන ගෑවෙයි රෑ පුරා

පෙර වේදනා ගෙනා
පාව ගිය පාළු ජීවිතේ
යලි චෝදනා එපා
දෑත බැඳි සීත හෝරාවේ
හද යාවෙලා සදා
පෑහි ඉමු මේ වාගේ
පිදු ආදරේ නිසා
මාගේ හද ආශාවේ",ශෙහාන් ගලහිටියාව,"[{""songPart"":""පෙර වේදනා ගෙනා\nපාව ගිය පාළු ජීවිතේ"",""interpretation"":""පෙර වේදනාවන් අවසන් උන පාළු ජීවිතේ"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""පාව ගිය"",""targetDomain"":""අවසන් උන""}]"
සඳවතියේ,2020,දුර ආකාසේ,රිද්ම වීරවර්දන,"සඳවතියේ ඔබ මගේම යැයි කියාලා
මං අහස බලා උන්නා
අහස බලා උන්නා
ඇසිපිය හෙලනා ඒ සුළු මොහොතේ පවා මා
වලාකුළට ඔබ මුවා වෙලා
ඇයි මගේ සඳවතියේ

සඳවතියේ ඔබ මගේම යැයි කියාලා
මං අහස බලා උන්නා
මං අහස බලා උන්නා
ඇසිපිය හෙලනා ඒ සුළු මොහොතේ පවා මා
වලාකුළට ඔබ මුවා වෙලා
ඇයි මගේ සඳවතියේ

රැඳෙන්නෑ මා නෙත් මානයේ
නිවෙන්නේ ඇයි මේ යාමයේ
මා රිදවනු ඇයි, මා හඬවනු ඇයි
සඳවතියේ මා ඇයි තනිකෙරුවේ

සඳවතියේ ඔබ මගේම යැයි කියාලා
මං අහස බලා උන්නා
අහස බලා
ඇසිපිය හෙලනා ඒ සුළු මොහොතේ පවා මා
වලාකුළට ඔබ මුවා වෙලා
ඇයි මගේ සඳවතියේ
",නන්දන වික්‍රමගේ,"[{""songPart"":""සඳවතියේ ඔබ මගේම යැයි කියාලා"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""සඳවතියේ"",""targetDomain"":""අද්විතීය"",""interpretation"":""ඉතාම සුවිශේෂ ඔබ මගේ වෙයි කියා""}]"
සඳ රෑට,2020,කසට් එක,ශශිකා නිසංසලා,"සඳ රෑට රෑට සඳ විමනට තරු අරන් ගියා
ඔබ ආදරේට මටත් හොරෙන් හිත අරන් ගියා
ඔබ මේ ආවේ මා සොයා සසරේ පුරුදු ඇති නිසා
පෙර ආත්මයේ මා ඔබේ නිසා

සඳ රෑට රෑට සඳ විමනට තරු අරන් ගියා
ඔබ ආදරේට මටත් හොරෙන් හිත අරන් ගියා
ඔබ මේ ආවේ මා සොයා සසරේ පුරුදු ඇති නිසා
පෙර ආත්මයේ මා ඔබේ නිසා

සිත ආදරේ කරන්න බෑ කියා
දඟකාර සේ ඉඳී එපා කියා

සිත ආදරේ කරන්න බෑ කියා
දඟකාර සේ ඉඳි එපා කියා
සඳ තරු මිලිනව යාදෝ
යලි හිරු නැග ඒදෝ
මගෙ හද ගැහේ ඒ නිසා

සඳ රෑට රෑට සඳ විමනට තරු අරන් ගියා
ඔබ ආදරේට මටත් හොරෙන් හිත අරන් ගියා
ඔබ මේ ආවේ මා සොයා සසරේ පුරුදු ඇති නිසා
පෙර ආත්මයේ මා ඔබේ නිසා

ඔබ ජීවිතේම දෙන්න මා පතා
මට ආදරේ කරන්න ආ නිසා

ඔබ ජීවිතේම දෙන්න මා පතා
මට ආදරේ කරන්න ආ නිසා
ඔබ සඳකිරණක් වේදෝ
ඝන අඳුරක් වේදෝ
මගෙ හද ගැහේ ඒ නිසා

සඳ රෑට රෑට සඳ විමනට තරු අරන් ගියා
ඔබ ආදරේට මටත් හොරෙන් හිත අරන් ගියා
ඔබ මේ ආවේ මා සොයා සසරේ පුරුදු ඇති නිසා
පෙර ආත්මයේ මා ඔබේ නිසා

සඳ රෑට රෑට සඳ විමනට තරු අරන් ගියා
ඔබ ආදරේට මටත් හොරෙන් හිත අරන් ගියා
ඔබ මේ ආවේ මා සොයා සසරේ පුරුදු ඇති නිසා
පෙර ආත්මයේ මා ඔබේ නිසා",,"[{""songPart"":""ඔබ ආදරේට මටත් හොරෙන් හිත අරන් ගියා"",""interpretation"":""ඔබ මගේ හිත දිනාගත්තා"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""හිත අරන් ගියා"",""targetDomain"":""හිත දිනාගත්තා""}]"
අම්මෙ පෙම්බරා,2020,ඉහළම සිංහල ගීත වෙළුම. 3,සුනිල් එදිරිසිංහ,"අම්මෙ පෙම්බරා තොස කර දෙන්ට අවසරා
ජෝර්ජ් මහරජා ගුණ කඳ කරමු සිහි සොඳා
මාස්ටර්ගෙ ගායනාව හුස්ම පිඹී සර්පිනාව
රාග තාල වර්ණනාව අනුව වැයේ බටනලාව
සරිගමපධනී
හරි හරි සනිධපමගරී
ආ ආ ආ

නළල් වටින් එන දහදිය පිසදාගෙන විරාමයක
වීණාවක නාද නැගේ දිගාසිරි යදා රජු හට
සායට මනරම් අත් දිග හැට්ටය තොල් අග හිනාව
මතු කොට ටොප් හැට් ඇඳගෙන ඒරොප්පේ කල්පනාව
මාස්ටර්ගෙ ගායනාව හුස්ම පිඹී සර්පිනාව
රාග තාල වර්ණනාව අනුව වැයේ බටනලාව

රාජ තේජසින් එල්ලී රජ්ජුරුවෝ පින්තූරෙක
බලා හිඳී ගම්භිර ලෙස දෙකට නැමෙන පරපුර දෙස
හීන දීන ගැත්තන් හට උපහාසෙන් සරදම් කල
යලි උපදින්නේ කවදද හිමි දම්පල් අනගාරික
මාස්ටර්ගෙ ගායනාව හුස්ම පිඹී සර්පිනාව
රාග තාල වර්ණනාව අනුව වැයේ බටනලාව",රෝහණ වීරසිංහ,"[{""songPart"":""බලා හිඳී ගම්භිර ලෙස දෙකට නැමෙන පරපුර දෙස"",""interpretation"":""ගාම්භීරව බලාගෙන ඉන්නවා යටහත් පහත් ජනතාව දිහා"",""type"":""ව්යංග රූපකය"",""sourceDomain"":""දෙකට නැමෙන"",""targetDomain"":""යටහත් පහත්""}]"
